Div,Branch,OAM,UpdateDate,LeadType,LeadSpecifics,Customer,Type,New,"City, St",ProjectOpportunity,KeyVendor,TechnologiesServices Proposed,PotentialValue,ProbPercent,CustomerCompelingEvent,Stage,YourNextBIGStep,ExpectedOrderDate,Notes
13,Corpus Christi,John Womack,5/15/2020,Customer,Current Siemens user. Customer came to us looking for a solution to help with ABS remote auditing,Signet,End User,Existing Cust,"Ingleside, TX",Wireless Communication,SC,Wireless Scalence,"$60,000",75%,,Working,Small order placed as a proof of concept. Once the parts arrive I will work with the customer on installation and gather feedback,7/1/2020,"5/13/20: Packaged solution to provide wireless access throughout the boats for remote ABS audit purposes. Initial quote for one boat is 10-12k. We have the potential to retrofit 20-30 boast. 5/21 Tim called and ordered (2) sets of the Modem, Antenna and PS. These are for two recently commisioned boats that have no communication. This will be used as somewhat of a proof of concept for the modem and antenna and will add on the wireless components in the future. "
13,Corpus Christi,John Womack,5/20/2020,Vendor,Wiki lead,Valero CC,End User,Existing Cust,"Corpus Christi, TX",Furnace Tubeskins,WI,Wika Tubeskin Installation,"$125,000",75%,Success with previous Wika Tibeskin opportunity,Quoting,Following up with customer to scedule furnace walk down,1/30/2021,5/13/20: Q1 2021 Turn Around - Tubeskin installation on Olyflex Heaters. WE had quoted the project along with Wika's engineered product team. We could see the PO for this order submitted in Q4 of 2020.
13,Corpus Christi,John Womack,5/19/2020,Customer,Customer reached out to us ,Citgo,End User,Existing Cust,"Corpus Christi, TX",Venturi Flow Meters,"WI, Badger",Venturi Flow Meters (8),"$35,000",50%,,Quoting,Walk down of meters was pushed back to Tuesday 5/26,6/1/2020,5/13/20: Heading out Friday 5/18 to gather the final details so that we can quote accurately. This job will require a quick turn around on our part in order to meet their time sensitive needs. 5/18 - Walk down pushed to Tuesday 5/26
13,Corpus Christi,John Womack,5/21/2020,Vendor,Metso lead,Ingleside Ethelene,End User,Existing Cust,"Ingleside, TX",PSA Skid Update,"JV, NE",JV HPBF and Neles X Series Ball Valves,"$28,000",50%,,On Hold,"Quoted, following up with customer to review",6/15/2020,"5/13/20 Quoted (3) replacement Jamesbury BF Valves and (2) Fisher replacement X Series Ball Vales. 5/21 Reached out to customer, this project is currently on hold due to other plant priorities. "
13,Corpus Christi,John Womack,5/21/2020,Customer,Customer came to us on this,Valero CC,End User,Existing Cust,"Corpus Christi, TX",Farris PRV,FV,M1 Farris ,"$25,000",100%,,Won,Quoted and awarded,5/29/2020,"5/13/20: Tentatively awarded an M1 Farris replacement over a Consolidated M1 PRV. 5/21 Awarded the opportunity, PO recieved and on dock date of 5/22"
13,Corpus Christi,John Womack,5/21/2020,Customer,Initial meeting spurred a conversation of our turnkey solution capabilities,BASF,End User,Existing Cust,"Bishop, TX",Alarm Panel Upgrade,RL,Redlion Turnkey solution for annunciator alarm panel upgrade,"$20,000",50%,Safety alarm failure resulting in a near miss scenerio,Working,We have quoted and following up to see if we won the job,6/1/2020,5/13/20: Following up to hear if we have been awarded this project. Last Update from BASF was on 5/5 stating that the project bids are still under review. 5/21 Project is still under review.
13,Corpus Christi,John Womack,5/21/2020,AWC Internal,Customer follow up after recent visit where PRV service was discussed,BASF,End User,Existing Cust,"Bishop, TX",Teflon Lined PRV,"FV, RV","Teflon Lined PRV Assembly, Richter","$32,000",75%,,Working,"Quoted, following up with customer to review specs and get feedback ",6/1/2020,"5/13/20: BASF is currently evaluating the temp and chemical compatibility of the Richter Teflon Lined valve. We also have a new opportunity to see if we can get a Teflon lines 2600 series Farris valve. 5/21 Farris cannot line their 2600 series with Teflon, "
13,Corpus Christi,John Womack,5/13/2020,AWC Internal,Reached out to customer in regards to PRV service as part of local initiative,Buckeye,End User,Existing Cust,"Corpus Christi, Tx",PRV Service Bid,FV,PRV Service Work,"$25,000",50%,,Working,reviewing our 10% discount. Follwing up with customer and looking or additional points of contact,6/15/2020,5/13/20: We have quoted the recent BASF PRV bid. BASF is currently analyzing their option. BASF is not a new customer but getting some of the PRV service work would be a first. 
16,Houston OEM,Adam Tacker,5/17/2020,Customer,Customer Request,Affinity Power System,Integrator,Existing,"Houston, Texas",Government Project Bid,SC,MCC & Panel Boards,"$396,350",60%,,Quoting,Follow Up 2 weeks,7/31/2020,Affinity Submitted Bid
16,Houston OEM,Adam Tacker,5/17/2020,Customer,Customer Request,Affinity Power System,Integrator,Existing,"Houston, Texas",Marine Application,SC,6RA80 DC Drive 4 Quadrant,"$269,355",50%,,Quoting,Follow Up 2 weeks,6/30/2020,Quote 1974234
16,Houston OEM,Adam Tacker,5/17/2020,Customer,Suggested Siemens Equivlent ,Total Grow Control,OEM,Existing,"Alvin, Texas",Rescue Ventilator,SC,"IOT Gateway, HMI, Power Supply, Enclosures / Brought in Siemens Solution Partner","$250,000",50%,,Quoting,,,Pulled DMC to convert code over to IoT2040
16,Houston OEM,Adam Tacker,5/17/2020,Customer,Redesign of Present System,Clemtex,OEM,Existing,"Houston, Texas",Multiloader,"SC, FO, RT, PX, TU","PLC, HMI, Contorls, Drives, Purge,  Valve Manifold, Valves, Turck IO Brick, Enclosures / Panel Assembly","$30,000",99%,,Quoting,,5/31/2020,Suppose to order 3 systems by the end of the year
16,Houston OEM,Adam Tacker,5/17/2020,Customer,Design and Build,Kingdom Technologiy,OEM,Existing,"Houston, Texas",68 UV Lamp System,"SC, RT, PX","PLC, HMI, Drives, Controls, Terminal Blocks, Enclosures / Design, Drawing","$16,000",100%,,Won,,,Sales Order 1971402
16,Houston OEM,Adam Tacker,5/17/2020,Customer,Design and Build,Kingdom Technologiy,OEM,Existing,"Houston, Texas",24 UV Light System,"SC, RT, PX","PLC, HMI, Drives, Controls, Terminal Blocks, Enclosures /  Design, Drawing","$25,000",75%,,Quoting,Follow Up Today,,
16,Houston OEM,Adam Tacker,5/17/2020,Customer,Retrofit,Kingdom Technologiy,OEM,Existing,"Houston, Texas",230 V Retrofit UV Panel,"SC, RT, PX, TU","PLC, HMI, Drives, Controls, Terminal Block, Safety Switch, Enclosures / Drawing","$22,000",60%,,Quoting,Follow Up Today,,
16,Houston OEM,Adam Tacker,5/17/2020,Customer,Customer Request,Texas Brine ,End User,Existing,"Houston, Texas",MCC Bucket with 250HPDrive Panel,"SC, RT, PX, TU","MCC, Controls, Drives, Enclosures","$65,000",100%,,Won,,,Sales Order 1961371
16,Houston OEM,Adam Tacker,5/17/2020,Customer,Help Automate Manual Design,General Technologies,OEM,Existing,"Houston, Texas",Cutting Line,"SC, RT, TU, PX, DY","PLC, HMI, Controls, Sensors, Encoders, Terminal Blocks, Enclosures","$16,373",100%,,Won,,,Sales Order 1965745
16,Houston OEM,Adam Tacker,5/17/2020,Customer,Customer Request,Total Grow Control,OEM,Existing,"Alvin, Texas",Hemp Extraction Plant,"SC, ST, RT, FV, MI, PX","PLC, HMI, Controls, Drives, PRV, Transmitters, Ternminal Blocks, Enclosures","$400,000",99%,,Solution Development,,,
16,Houston OEM,Dane Ellis,5/19/2020,AWC Internal,from exploritory sales activity ,Harrison Hydragen,OEM,New,,Component competitive Bid,ETA,,"$80,000",10%,,Quoting,"follow up on quote, ask for opportunities",12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,exploritory sales activity/competitive bid,Custom Air Products,OEM,Existing,,Component competitive Bid,ETA,,"$100,000",10%,,Quoting,"follow up on quote, ask for opportunities",12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,exploritory sales activity/competitive bid,Watlow,OEM,Existing,,Component competitive Bid,ETA,,"$60,000",10%,,Quoting,"follow up on quote, ask for opportunities",12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,exploritory sales activity/competitive bid,W-Industries,OEM,Existing,,Component competitive Bid,ETA,,"$50,000",10%,,Quoting,"follow up on quote, ask for opportunities",12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,exploritory sales activity/competitive bid,Safety Vision,OEM,Existing,,"Component solution, sales and after the sell service and support",MX,,"$500,000",10%,Project started out with a lot of momentum.  Initial pushback from MOXA.  Customer gone dark and not responding to follow-ups.,Investigating,continue to follow up,12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,referral from existing customer FW Murphy,PC3,OEM,New,,Assembled Solution - DC Power Distribution for Aries Cooling System,TU,,"$150,000",10%,"presented the most comprehensive solution, but too expensive for PC3.  ",Investigating,continue to follow up,12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,exploritory sales activity/competitive bid,Dresser Gimpel,OEM,Existing,,Assembled Solution - control system for valve automation,TU,,"$150,000",10%,initial intrest for tri-rated solution.  Desing to include turck and siemens.  Then went cold,Investigating,send control panel program information and follow-up,12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Vendor,Technology Partner Referal,H2O Unlimited,OEM,,,Projects solution - Automation system for purifcation system with VFD control,SC,,"$100,000",10%,Start up company.  Initial plan for waste water treatment hit agency roadblocks.,Investigating,continue to follow up,12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,FW Murphy,OEM,Existing,,Component competitive Bid,PX,,"$500,000",25%,Phoenix business through CBC.  Continue to work and outservice the account.,Investigating,Present cost savings,12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,FW Murphy,OEM,Existing,,New product introduction of HazLoc Pilot Devices,SX,,"$500,000",25%,,Quoting,Some concerns from Murphy on solution.  Must have 24VDC 10amp Rating to win.,12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,FW Murphy,OEM,Existing,,New product design-in for electrical code requirements,PULS,,"$80,000",25%,,Investigating,DC-DC converter is a little expensive for the application.  Following up.,8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Vendor,Technology Partner Referal,Rototherm,OEM,,,New design/application for edge device,RL,,"$350,000",25%,,Working,Covid put project on hold - school bus application,8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Vendor,Technology Partner Referal,FLEX,OEM,,,"Component competitive Bid, service",ETA,,"$65,000",25%,Working with Jerry Cornejo for Mexico opportunity,Quoting,"Design in with Quantumn, Flex is subcon.  Follow up on quote",8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Vendor,Technology Partner Referal,Emerson,OEM,,,"Component competitive Bid, service",ETA,,"$16,000",25%,Working with Jerry Cornejo for Mexico opportunity,Quoting,"Crossing ABB, need samples",8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,colleague,from exploritory sales activity ,Marine Well Containment,End User,New,,Refurbishment project this summer,SC,,"$100,000",50%,,Working,site survey in June,9/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,colleague,from exploritory sales activity ,Marine Well Containment,End User,New,,Refurbishment project this summer,WI,,"$250,000",50%,,Working,site survey in June,9/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,FW Murphy,OEM,Existing,,New product design-in for Edge communication between edge device and logic platform,TU,,"$40,000",50%,,Investigating,Simple turnkey solution for RJ45/DB9 connection,8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,Technip FMC,OEM,Existing,,Stahl EXD solutions,Stahl,,"$80,000",75%,,Quoting,quote and follow-up,8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,Enerflex,OEM,Existing,,Air Liquide project,Stahl,NEMA 7 Motor Control,"$10,000",75%,,Quoting,quote and follow-up,8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,Enerflex,OEM,Existing,,Air Liquide project,Stahl,NEMA 7 Disconnect,"$10,000",75%,,Quoting,quote and follow-up,8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,Enerflex,OEM,Existing,,,Stahl,NEMA 7 Lighting Control,"$5,000",75%,,Quoting,quote and follow-up,8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,Rio Marine,OEM,Existing,,Inventory Services,SC,,"$50,000",75%,,Investigating,contract negotiation,7/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,Technip FMC,OEM,Existing,,Assembled Solution - QCDC indicator panel project,BN,,"$100,000",90%,,Quoting,"Prototype approved, quoting production volumes",6/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,Surge,End User,Existing,,Electrical connectivity system solution,TU,,"$100,000",90%,,Investigating,waiting on orders,12/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,Surge,End User,Existing,,VFD cabinet builds (thru Braeden Engineering),SC,,"$100,000",90%,,Investigating,waiting on orders,7/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,Surge,End User,Existing,,75 HP replacement drives,SC,75 HP replacement drives,"$10,000",90%,,Quoting,waiting on orders,5/20/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,New Request,FW Murphy,OEM,Existing,,Component competitive Bid,ETA,,"$80,000",90%,,Quoting,Booked first orders,5/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Customer,Competitive Bid Situation,Solarcraft,OEM,Existing,,Component competitive bid/ inventory support,ETA,,"$25,000",90%,,Quoting,"samples approved, on COVID hold",8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Vendor,new business for Technology Partner (TEC Sales),Solarcraft,OEM,Existing,,Component competitive bid/ inventory support,Finder Relay,,"$20,000",90%,,Quoting,samples being tested,8/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Vendor,"New Request, technology partner engagement",Intech Process Automation,Integrator,Existing,,Component solution for system integrator,SC,PCS7,"$1,200,000",90%,,Working,"design complete, waiting on order",6/1/2020,
16,Houston OEM,Dane Ellis,5/19/2020,Vendor,"New Request, technology partner engagement",Intech Process Automation,Integrator,Existing,,PLC/Component solution for system integrator,SC,S7-1500,"$90,000",90%,,Working,"design complete, waiting on order",6/1/2020,
16,Houston OEM,Emma Mulcrone,5/18/2020,ADC,ADC Brought AWC into online Banner question lead,Neuralabel,OEM,New,"Stafford, TX",Printer Upgrade ,BN,Banner Sensors and Indicators/Puls Power Supply,"$30,000",20%,,Solution Development,Customer is currently testing system. Follow up 2 Weeks,10/31/2020,
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Banner Overview Presentation with Exisitng Contact,Tenaris,End User,Exisitng,"Conroe, TX",Add Safety Features,BN/TU,Banner Sensors/Indicators Turck Safety Lights,"$40,000",60%,,Working,Follow up 1 Week,Continual,"We have specfied in multiple different parts, however this is a continuous project. "
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Referal from Exisitng Contact,Canrig,OEM,Exisitng,"Houston, TX",Barrier Upgrade,MTL,Upgrade P&F Barriers to MTL ,"$40,000",10%,,Discovery (S.P.I.N.),"Crossed over P&F Barriers, engineering is revewing. ",10/31/2020,
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Referal from Exisitng Contact,Nabors,OEM,Exisitng,"Houston, TX",Driller's Chair Upgrade,PX,Phoenix Panel PC,"$500,000",20%,Uprade to Windows 10 ,Quoting,Dropping off demo unit this week. ,10/31/2020,Customer is off of hold and is starting to test. 
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Upgarde to Ongoing Business(Not all previously with AWC),Expro,OEM,Exisitng,"Houston, TX",Control System ,SC,S7-1500/S120s/Junction Box,"$100,000",30%,S7-300 Being osboleted/customer code no longer working well. ,Solution Development,Follow up 2 Weeks. ,10/31/2020,"Solution is going to China, China is testing the first round and advising if they will order more. "
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Plant Upgrade - Ongoing Business,Tenaris,End User,Exisitng,"Bay City, TX",Software Upgrade,SC,Siemens TIA Portal Software,"$150,000",30%,V16 has quicker update times than V13.,Quoting,,,
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Ongoing Business,All Current,Integrator,Exisitng,"Houston, TX",G120X Conversion,SC,G120X,"$50,000",20%,,Quoting,Follow up 2 Weeks,,
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Upgarde to Ongoing Business(Not all previously with AWC),Shield Air,OEM,Exisitng,"Katy, TX",Dresser Rand Project - Upgrading ABB Drives ,SC,G120/Logos,"$30,000",90%,,Won,Waiting on orders,,
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Referal from Exisitng Contact,Weatherford,OEM,Exisitng,"Houston, TX",Control System for Hydraulic Tool,"SC, PX",S7-1200,"$30,000",40%,,Solution Development,Actively Quoting,7/31/2020,
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Upgarde to Ongoing Business(Not all previously with AWC),Shield Air,OEM,Exisitng,"Katy, TX",Ultima Unit,"SC, PX",S7-1200/G120/Comfort Panel/Controls/Power,"$100,000",30%,Current GE PLC is obsolete,Solution Development,Meeting to work on solution in several weeks,11/31/2020,
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Upgrade to Ongoing Business,Safekick,OEM,Exisitng,"Katy, TX",PRV System Upgrade,"SC, PX, ST",S7-1500R/H,"$200,000",40%,,Solution Development,Follow up 2 Weeks,10/31/2020,Customer project on hold due to current enviroment. 
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Ongoing Business,AF Global,OEM,Exisitng,"Houston, TX",Group OR Spares,"SC, R Stahl, PX",IPC/S120/S7-300,"$150,000",50%,,Quoting,Follow up 2 weeks ,10/31/2020,Customer is pushing off purchasing due to current enviroment. 
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Ongoing Business,AF Global,OEM,Exisitng,"Houston, TX",GOM New Project,"SC, R Stahl, PX",IPC/S120/S7-300,"$150,000",20%,,Quoting,Follow up 2 weeks ,10/31/2020,Customer is pushing off purchasing due to current enviroment. 
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Ongoing Business,Safekick,OEM,Exisitng,"Katy, TX",Control System ,"SC, ST, PX",S7-300/S7-1200/S110/ST/IPC,"$200,000",40%,,Quoting,Follow Up 2 weeks,10/31/2020,Customer project on hold due to current enviroment. 
16,Houston OEM,Emma Mulcrone,5/18/2020,Customer,Referal from Exisitng Contact,Expro,OEM,Exisitng,"Houston, TX",Coriolis Replacement,ST,Coriolis Meter,"$90,000",30%,Moving from renting Coriolis to Purchasing. ,Quoting,Follow up Friday,7/31/2020,Customer has been purchasing Rosemount not Siemens even though we have quoted several times. 
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Customer,Engineer asked about Version Control Software,City of Houston Drinking Water,End User,Existing,"Houston, Tx",Version Control Software,AD,VersionDog,"$47,035",80%,Complications from unknown application versions,Working,Continue to encourage slow City procurement process,6/30/2020,"Original quote was July 2019, Latest is version 4, Purchasing is invovled"
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Customer,HAS contacted me to upgrade old Mission Comm RTUs,Houston Airport System - IAH,End User,Existing,"Houston, Tx",Install Mission Comm RTUs,AD,Cellular RTUs,"$20,000",40%,They bought new RTUs from us but don't have manpower to install,Discovery (S.P.I.N.),Visit plant with Josh and E/A to scope work,9/31/2020,HAS is slow to respond and we have not been able to visit to determine work needed
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Customer,Past customer contacted me for Robicon W120 VFD,Usemco,OEM,Existing,"Tomah, Wi",Robicon W120 VFD,AD,Enclosed VFD,"$10,000",90%,Has project where client specified W120,Working,Quote alternate configurations,6/30/2020,Usemco is in submittal stage with their client who has asked for some options
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Vendor,NW Natural contacted Mission Comm to consider them for adding SCADA to T&W Water System after acquiring them.  Mission contacted me.,NW Natural - T&W Water,End User,New,"Conroe, Tx",SCADA System with Cellular RTUs,MC,"MC RTUs, WK P Xmttrs, Misc Electrical","$133,694",90%,Add visibility into system,Won,Receive PO,5/31/2020,We have been told they are preparing order.  Accounts and credit are in works.
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Colleague,Gupta & Assoc (engr contractor) has project to design automation for Beaumont WW and called me to help specify Siemens,City of Beaumont,End User,New,"Beaumont, Tx",Add PLCs to Lift Stations,SC,"S7-1200 with CP1243-7LTE Cellular Modem, TP900 Comfort","$16,290",60%,Unreliable outdated equipment,Working,Help project move forward,6/30/2020,City went quiet since COVID quarantine started.  Even Gupta has had trouble getting responses.
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Customer,Chief Operator / SCADA Guy called me needing a drive,City of Beaumont,End User,New,"Beaumont, Tx",Replace drive on Effluent Pump,SC,150 HP Enclosed G120,"$10,000",50%,"Some dissatisfaction with AB drive, Willing to try Siemens",Quoting,Get quote from AWC Projects Team,6/15/2020,Can be a good foot in the door
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Customer,Client opportunity for large reundant fail-safe valve control system,TapcoEnpro,OEM,Existing,"Houston, Tx",S7-400FH SIL3 PLC,SC,"S7-400FH, ET200SP, Comfort Panel","$66,583",60%,AB doesn't offer redundant SIL3,Working,Stay in touch as customer's client considers proposal,7/31/2020,We should get this order if they get the job
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Customer,Worked with customer for years to develop this first phase of multiple phases,City of Houston Drinking Water,End User,Existing,"Houston, Tx",Groundwater Facility Improvements - Phase 1,"SC, PX, BE, HM, MX, TU","PLCs, IPC, Simocode, Radio, Surge Prot, UPS, Enclosures, Gateway, Relay","$245,790",80%,Obsolete facilities and equipment,Quoting,Assist winning bidder,March,First project of multiple similar phases
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Customer,Existing customer designing new press and using components I have sold in past,Boltex,OEM,Existing,"Houston, Tx",8000T Press,"SC, RT","PLCs, Controls, S120 VFDs, TS8 Enclosures","$400,000",75%,New manufacturing line for bigger products,Quoting,Secure special project discounting from SC and RT,June - Dec,Engineer has to compare prices with Italy so we need special discounts to compete
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Customer,Plant Manager asked about Clarifier Motion Sensing,City of Houston Drinking Water,End User,Existing,"Houston, Tx",SEWPP Clarifier Motion Alarm,"SC, TU","Signal Column, Prox Sensor, Rotation Speed Monitor","$20,000",60%,Unknown stopped clarifier rake results in caked clarifier requiring days of shutdown and cleaning,Solution Development,Finalize design and prepare proposal,7/31/2020,Waiting for E/A to visit plant to figure labor.  Visit is now possible since plant lock-down was ended.
16,Houston OEM,Kurt Rosenhagen,5/19/2020,Customer,Redesign of an IS Jbox we sold in 2018,Cameron,OEM,Existing,"Houston, Tx",IS Terminal Box,Stahl,"IS, Temp Xmttrs","$10,000",60%,New project from their customer,Quoting,Identify and work with engineer who replaced the one who was laid off,6/30/2020,"Have gone through multiple design changes, Key engineer was laid off last week"
16,Houston OEM,Miguel Grillo,5/20/2020,AWC Internal,Initial request came through IAM,Seanic,OEM,New,"Houston, TX",Subsea Automation System,SC,"Siemens: Automation, Controls, Networking","$15,000",100%,New product development,Won,Work with customer on plan moving forward after all hardware is delivered,,Received
16,Houston OEM,Miguel Grillo,5/19/2020,Customer,Customer Request,Baker Hughes(Hydrill),OEM,Exisitng,"Houston, TX",Visualization Expansion,SC,WinCC OA,"$50,000",80%,New customer project,Working,Follow up on my reqeust to confirm architecture ,7/31/2020,
16,Houston OEM,Miguel Grillo,5/20/2020,Customer,Customer Request,Baker Hughes(Hydrill),OEM,Exisitng,"Houston, TX",Siemens engineering support,SC,WinCC OA,"$130,000",100%,Required assistance to complete development,Won,Finalize new support structure with Baker engineering manager,6/10/2020,Baker is subcontracting DMC through AWC
16,Houston OEM,Miguel Grillo,5/20/2020,Customer,Customer Request,Baker Hughes(Hydrill),OEM,Exisitng,"Houston, TX",Siemens automation support,SC,"S7-1500, TIA Portal","$94,000",100%,Required assistance for new product development,Won,Finalize new support structure with Baker engineering manager,6/10/2020,Baker is subcontracting Champion through AWC
16,Houston OEM,Miguel Grillo,5/20/2020,Customer,Customer Request,Relevant,OEM,Exisitng,"Houston, TX",Remote I/O Panel,SC,"Siemens: Automation, Controls, Networking","$15,000",80%,Expansion of existing system,Quoting,Finalize revision 1 of system proposal,6/30/2020,
16,Houston OEM,Miguel Grillo,5/20/2020,Other,Engineer remembered my from his previous company and called,RelaDyne,OEM,New,"Houston, TX",Cleaning of recirculated fluid for petrochem facilities,SC,"S7-1200, HMI, VFD","$20,000",50%,Modernization of legacy system,Won,Assist with prototype ,10/31/2020,Customer purchased hardware for prototype in Q1
16,Houston OEM,Miguel Grillo,5/19/2020,Other,"Telegram - Oil, Gas, Bitcoin Mining Group",BYO Energy,OEM,New,"Houston, TX",Natural Gas IIOT,"SC, MX,","Siemens: Flow Meter, S7-1200, Power Supply - Moxa: Edge\Cell Device","$60,000",20%,Need real-time data,Quoting,Follow Up 2 weeks,10/31/2020,
16,Houston OEM,Miguel Grillo,5/20/2020,Customer,Ongoing Business,Jelec\Evolution,OEM,Exisitng,"Houston, TX",Fleet 8,"SC, PX","Siemens: Automation, Controls, HMI, Networking - Phoenix: Power Supplies, Terminal Blocks","$100,000",50%,New drilling contract,Quoting,Follow up 2 Weeks. ,10/31/2020,Order was put on hold after oil crash
16,Houston OEM,Miguel Grillo,5/20/2020,AWC Internal,Initial request came through AWC tech support group,Kinetic Pressure Control,OEM,New,"Houston, TX",Offshore rig shearing system,"SC, RT","ET200SP Siplus, Power Supply, HMI, WinCC OA - Enclosures","$30,000",50%,New product development,Working,Assist with system changes after initial deployment,10/31/2020,Initial 30K system was sold earlier this year
